Date,Open,High,Low,Close,Volume
2015-01-02,4.279653182621018,4.279653182621018,4.191542462317566,4.260772228240967,2127700
2015-01-05,4.2796542974306915,4.298534956626387,4.241892378833965,4.254479885101318,3686300
2015-01-06,4.254479387009875,4.273360043995126,4.191543063452021,4.248185634613037,4802800
2015-01-07,4.248185748089051,4.248185748089051,4.204130380442288,4.229304790496826,4950300
2015-01-08,4.248185389233045,4.292240753158329,4.229304433235748,4.279653549194336,4016300
2015-01-09,4.311121219777223,4.374057236834043,4.311121219777223,4.342589378356934,5244700
2015-01-12,4.342591801090971,4.374059677124023,4.2859492040876015,4.374059677124023,1788600
2015-01-13,4.317413677740995,4.342588077019746,4.2859455285913,4.330000877380371,4349000
2015-01-14,4.336294327148803,4.355175276659122,4.323707127509428,4.330000877380371,3692800
2015-01-15,4.330003241221878,4.330003241221878,4.285947868382036,4.323709487915039,3841600
2015-01-16,4.34888328627492,4.34888328627492,4.323708876811017,4.336296081542969,3704100
2015-01-19,4.342588770335878,4.367763173633849,4.336295019460105,4.355175971984863,4640100
2015-01-20,4.361470356351393,4.361470356351393,4.33629594766472,4.348883152008057,3551100
2015-01-21,4.348881703120111,4.436992404270833,4.298532902521141,4.405524253845215,7170900
2015-01-22,4.392940690796471,4.518812796508725,4.386646935459472,4.5062255859375,10479200
2015-01-23,4.51251718406236,4.594334163714044,4.51251718406236,4.537691593170166,15246700
2015-01-26,4.531398110141603,4.531398110141603,4.499930246938034,4.51251745223999,8559900
2015-01-27,4.512519341274499,4.537693762416949,4.499932130703273,4.5062255859375,8796800
2015-01-28,4.436993072615326,4.499929082844093,4.436993072615326,4.48734188079834,8119400
2015-01-29,4.4558762117991035,4.487344384522512,4.4558762117991035,4.46846342086792,9412200
2015-01-30,4.46846342086792,4.481050629936735,4.4558762117991035,4.46846342086792,11232900
2015-02-04,4.556571208761779,4.594333113897427,4.449580144552644,4.499928951263428,5384900
2015-02-05,4.45587603097936,4.493637656653439,4.436995368193683,4.449582576751709,4003800
2015-02-06,4.424407098724958,4.45587496252311,4.380351729284365,4.399232387542725,6385700
2015-02-09,4.405526140363946,4.43699430426475,4.374057976463143,4.399232387542725,5388800
2015-02-10,4.418115063693619,4.418115063693619,4.304830169789648,4.374059677124023,8426600
2015-02-11,4.342588077019746,4.355175276659122,4.2985327282306764,4.330000877380371,7457400
2015-02-12,4.330001052946759,4.405524253845215,4.323707302820626,4.405524253845215,6062400
2015-02-13,4.380349853545729,4.4306986541447,4.380349853545729,4.405524253845215,7647800
