Date,Close,High,Low,Open,Volume
2015-01-02,12.314369201660156,12.358348334502107,11.94786931368482,11.94786931368482,140954
2015-01-05,12.167768478393555,12.358347554395554,12.006508822435434,12.358347554395554,184716
2015-01-06,11.977188110351562,12.167768611293532,11.757289611903888,12.167768611293532,273461
2015-01-07,12.006510734558105,12.15311070384138,11.7719517797059,12.079810719199742,1158777
2015-01-08,12.079811096191406,12.197091644421613,12.021170822076304,12.197091644421613,371366
2015-01-09,12.09446907043457,12.138449625413392,12.079809359727783,12.079809359727783,92714
2015-01-12,12.10912799835205,12.153108550487767,12.035828026698098,12.079808578833816,211177
2015-01-13,12.035829544067383,12.123790659428165,11.845251158884903,11.845251158884903,243235
2015-01-14,12.123791694641113,12.38766937182097,11.874571596032283,11.874571596032283,482196
2015-01-15,12.153108596801758,12.431647351861555,12.035828072565147,12.431647351861555,254532
2015-01-16,12.09446907043457,12.09446907043457,11.918549696236203,12.079809359727783,374317
2015-01-19,12.167768478393555,12.182428188415493,12.021168532457374,12.021168532457374,216469
2015-01-20,12.06515121459961,12.211749763548625,11.933210955400988,11.933210955400988,436296
2015-01-21,12.460965156555176,12.666205335941008,12.065147351414979,12.065147351414979,324958
2015-01-22,12.710188865661621,12.710188865661621,12.387668101542156,12.460968081179509,448407
2015-01-23,13.018047332763672,13.018047332763672,12.71018911956708,12.71018911956708,333914
2015-01-26,12.93008804321289,12.974068602388739,12.871447771931294,12.974068602388739,274479
2015-01-27,12.900768280029297,12.974068261490663,12.59290864246327,12.59290864246327,349281
2015-01-28,12.578248023986816,12.886107639359487,12.416988360968602,12.886107639359487,752502
2015-01-29,12.09446907043457,12.563588350202519,12.09446907043457,12.534267505930485,326688
2015-01-30,12.402328491210938,12.59290757311196,12.09446887978741,12.299709095022573,547126
2015-02-04,12.38766860961914,12.607568557550337,12.197090931319165,12.446308880305843,272138
2015-02-05,12.38766860961914,12.519608862949575,12.167770084546524,12.167770084546524,296563
2015-02-06,12.460965156555176,12.460965156555176,12.22640698419735,12.22640698419735,346126
2015-02-09,12.32903003692627,12.475630005485266,12.25573005264677,12.475630005485266,210464
2015-02-10,12.314369201660156,12.490288578744925,12.211748379311972,12.373009468307906,200287
2015-02-11,12.373007774353027,12.460966027994804,12.285046674994677,12.358346642554444,132303
2015-02-12,12.373007774353027,12.460966027994804,12.109127321994547,12.373007774353027,176778
2015-02-13,12.241069793701172,12.373010044083806,12.12379067780659,12.373010044083806,240080
2015-02-16,12.270389556884766,12.343689539921453,12.182429861812459,12.241070132813526,159782
2015-02-17,12.255727767944336,12.329027738559315,12.24106805839301,12.329027738559315,20150
2015-02-18,12.241069793701172,12.446308602231326,12.241069793701172,12.241069793701172,42846
2015-02-23,12.167768478393555,12.226408741339705,12.138449058349675,12.226408741339705,252496
2015-02-24,12.035829544067383,12.226410063537681,12.035829544067383,12.226410063537681,238553
2015-02-25,12.285045623779297,12.285045623779297,12.006506909173005,12.021166616858888,292493
2015-02-26,12.270389556884766,12.40232981092252,12.094470166740154,12.40232981092252,213314
2015-02-27,12.32903003692627,12.724849382892115,12.226410628078415,12.270389764930949,672917
2015-03-02,12.622228622436523,12.622228622436523,12.343689818889002,12.343689818889002,583052
2015-03-03,12.59290885925293,12.666208841976172,12.358349199110274,12.358349199110274,49664
2015-03-04,12.519607543945312,12.592907518866522,12.358347883690342,12.534267254357868,413092
2015-03-05,12.460965156555176,12.578245665592275,12.299706946630991,12.299706946630991,345923
2015-03-06,12.607564926147461,12.666205179943796,12.460965003085706,12.460965003085706,165583
2015-03-09,12.373007774353027,12.416986901173916,12.29970780679326,12.387666060435036,247102
2015-03-10,12.460965156555176,12.490285995243545,12.314366654546083,12.373006909064632,426119
2015-03-11,12.32903003692627,12.460968870342477,12.299710612357915,12.460968870342477,321803
2015-03-12,12.41698932647705,12.49028930835387,12.34368934460023,12.34368934460023,221049
2015-03-13,12.460965156555176,12.504945703158635,12.416986032809904,12.504945703158635,240589
2015-03-16,12.38766860961914,12.446308880305843,12.314370049833988,12.314370049833988,74700
2015-03-17,12.373007774353027,12.460966027994804,12.373007774353027,12.460966027994804,88948
2015-03-18,12.460965156555176,12.519605411073726,12.387665194121535,12.416986032809904,394265
2015-03-19,12.548928260803223,12.607567101860813,12.460967153500007,12.53426712768041,320683
2015-03-20,12.373007774353027,12.475627159793389,12.314367515733556,12.40232719223362,251377
2015-03-23,12.32903003692627,12.504949430053621,12.197091203510062,12.32903003692627,376556
2015-03-24,12.431646347045898,12.460965764306057,12.182427031759778,12.182427031759778,297785
2015-03-25,12.431646347045898,12.446306055675977,12.343686672407165,12.446306055675977,142073
2015-03-26,12.314369201660156,12.431648312097174,12.270388645959722,12.431648312097174,102280
2015-03-27,12.38766860961914,12.43164916834881,12.38766860961914,12.41698945639178,196725
2015-03-30,12.226409912109375,12.373009872083593,12.21174877782513,12.373009872083593,148689
2015-03-31,12.431646347045898,12.460965764306057,12.314367255147006,12.358346381037245,613889
2015-04-01,12.32903003692627,12.431649445774122,12.314370324642091,12.416989733489945,177999
2015-04-02,12.34368896484375,12.43164865581812,12.226409851164098,12.34368896484375,242217
2015-04-03,12.460965156555176,12.460965156555176,12.387665194121535,12.402326324894814,323737
2015-04-06,12.38766860961914,12.460968592262873,12.343689473748048,12.460968592262873,357830
2015-04-07,12.534269332885742,12.534269332885742,12.37301106874813,12.387669358733005,221150
2015-04-08,12.680867195129395,12.680867195129395,12.519607534989778,12.534267245391845,209141
2015-04-09,12.636886596679688,12.72484627173771,12.387665857347317,12.387665857347317,247102
2015-04-10,12.739508628845215,12.739508628845215,12.475629548813512,12.607568377400083,122940
2015-04-13,12.636886596679688,12.73950598043767,12.475626955263603,12.73950598043767,89457
2015-04-14,12.548928260803223,12.607567101860813,12.53426712768041,12.607567101860813,117953
2015-04-15,12.38766860961914,12.548929709722215,12.343689473748048,12.548929709722215,489523
2015-04-16,12.314369201660156,12.387667756396741,12.270388645959722,12.387667756396741,777538
2015-04-17,12.241069793701172,12.314369774707242,12.226410082071666,12.314369774707242,586309
2015-04-20,12.241069793701172,12.329029486336745,12.226410082071666,12.241069793701172,458381
2015-04-21,12.41698932647705,12.446308750084352,12.24106993911611,12.24106993911611,332998
2015-04-22,12.197089195251465,12.53426679084687,12.18242806252264,12.41698768902492,710063
2015-04-23,12.241069793701172,12.416989178972319,12.241069793701172,12.314369774707242,134644
2015-04-24,12.38766860961914,12.38766860961914,12.255729779147286,12.37301032052069,212907
2015-04-27,12.446310043334961,12.446310043334961,12.402330903354297,12.402330903354297,259417
2015-04-28,12.241069793701172,12.431648890601823,12.211748947583613,12.314369774707242,148383
2015-04-29,12.021169662475586,12.299709870509444,12.0065099510756,12.299709870509444,255753
2015-04-30,11.874568939208984,12.094468140040707,11.874568939208984,12.021168169287074,698360
2015-05-05,12.314369201660156,12.314369201660156,11.933209602737502,12.094469268874954,386021
2015-05-06,12.270389556884766,12.285049268920385,12.006510471667847,12.285049268920385,142277
2015-05-07,11.918549537658691,12.255728570862434,11.918549537658691,12.035828644611039,210261
2015-05-08,11.962529182434082,12.021168020022198,11.815928531317958,11.94786805017872,336153
2015-05-11,11.977188110351562,12.006508953574086,11.947868689987448,11.962529823027914,112356
2015-05-12,12.021169662475586,12.035829373875574,11.947869682617126,11.991850239675612,389583
2015-05-13,12.006510734558105,12.079810719199742,11.962531597488294,12.079810719199742,632106
2015-05-14,11.947869300842285,12.006509567427004,11.889229745686807,11.991849856495445,446983
2015-05-15,11.947869300842285,11.947869300842285,11.874570034755246,11.918549878979166,310201
2015-05-18,12.123791694641113,12.15311112035917,11.918551446038704,11.947870871756761,77143
2015-05-19,12.270389556884766,12.387668676028312,12.109129878775773,12.109129878775773,131387
2015-05-20,11.962529182434082,12.270387348346693,11.962529182434082,12.270387348346693,708842
2015-05-21,11.977188110351562,12.109128347706895,11.947868689987448,12.109128347706895,103502
2015-05-22,12.09446907043457,12.09446907043457,11.947869117649779,12.09446907043457,276514
2015-05-25,11.830589294433594,12.00650865800441,11.801269163362061,12.00650865800441,169959
2015-05-26,11.581371307373047,12.050490613422612,11.581371307373047,12.035829479036002,374012
2015-05-27,11.727971076965332,11.903890458148204,11.434771871184124,11.5813711183601,284860
2015-05-28,11.37613296508789,11.727972481004098,11.37613296508789,11.581372504848343,185632
2015-05-29,11.332151412963867,11.508071511265824,11.332151412963867,11.508071511265824,468965
2015-06-01,11.361472129821777,11.434772110659495,11.082931918066738,11.332151283771562,260638
2015-06-02,11.27350902557373,11.420108952133544,11.214869481807265,11.346808988853637,219013
