Date,Close,High,Low,Volume
2017-11-30,3.9227471351623535,4.423856422201444,3.836618853945207,38194900
2017-12-04,3.7974698543548575,3.922747466720013,3.7818101994786666,23671800
2017-12-05,3.719171285629273,3.7504905929029664,3.5860640430382773,20502700
2017-12-06,3.813128709793091,3.820958722267404,3.609553239083028,9809800
2017-12-07,4.040193557739258,4.079342870620351,3.844447740044828,5880400
2017-12-08,4.141980648040772,4.259428189949361,4.087171695588645,14189200
2017-12-11,4.212450981140137,4.243770288755219,4.149812365909972,8854800
2017-12-12,4.212450981140137,4.228110634947678,4.196791327332596,10799100
2017-12-13,4.212450981140137,4.228110634947678,4.188961313751027,6272500
2017-12-14,4.126321792602539,4.220279694819684,4.09500249186349,13295600
2017-12-15,4.11066198348999,4.141981283019569,4.087172322165055,23425200
2017-12-18,4.1498122215271,4.157641861480658,4.055853928595312,5521400
2017-12-19,4.1498122215271,4.157641861480658,4.110662901692557,10428400
2017-12-20,4.243770599365234,4.290749564226342,4.134153014689318,8383000
2017-12-21,4.243770599365234,4.267259895117976,4.1811319795504245,7800300
2017-12-22,4.251598834991455,4.259428846558264,4.220279535435221,3622200
2017-12-26,4.259430408477783,4.306409375039171,4.243770752957321,8247300
2017-12-27,4.282918930053711,4.298578582740439,4.235939971993526,2795900
2017-12-28,4.290750026702881,4.3064096833444525,4.282920011704263,5533800
2017-12-29,4.697900772094727,4.697900772094727,4.290749386780741,18298600
2018-01-02,4.29857873916626,4.369047365498685,4.290749099215759,9040700
2018-01-03,4.306408405303955,4.329898069972965,4.267259088640788,8927100
2018-01-04,4.3455586433410645,4.400367250263715,4.3064093183772005,9554600
2018-01-05,4.392536640167236,4.416025931278651,4.3533873238408125,13017200
2018-01-08,4.392536640167236,4.43168558313811,4.376876988307777,9821400
2018-01-09,4.384706497192383,4.400366148586245,4.345557555385496,10186000
2018-01-10,4.369046688079834,4.416025640565523,4.369046688079834,5694800
2018-01-11,4.322068214416504,4.36121753250285,4.306408561853079,5714800
2018-01-12,4.329898357391357,4.361217663458643,4.306408691163104,4306500
2018-01-15,4.337727546691895,4.353387198099046,4.306408243877591,569700
2018-01-16,4.306408405303955,4.314238417978809,4.243769797327332,6423000
2018-01-17,4.306408405303955,4.322068057298111,4.251599436646632,11142400
2018-01-18,4.337727546691895,4.337727546691895,4.29074859247044,13231100
2018-01-19,4.306408405303955,4.337727709292267,4.275089101315643,10014400
2018-01-22,4.306408405303955,4.314238417978809,4.290748753309799,6756300
2018-01-23,4.314237594604492,4.337726881435008,4.282917923238001,6912200
2018-01-24,4.337727546691895,4.337727546691895,4.298578231496246,5453900
2018-01-25,4.314237594604492,4.337726881435008,4.306407583423999,4810400
2018-01-26,4.306408405303955,4.314238417978809,4.290748753309799,8866900
2018-01-29,4.306408405303955,4.322068057298111,4.290748753309799,12332500
2018-01-30,4.306408405303955,4.314238417978809,4.275089101315643,4300300
2018-02-02,4.3455586433410645,4.541304521449119,4.329898988026645,9679600
2018-02-05,4.29857873916626,4.322068405728929,4.235940126139919,6398400
2018-02-06,4.275089740753174,4.282919381243577,4.196791469071095,7648200
2018-02-07,4.306408405303955,4.345557721967121,4.267259088640788,6175100
2018-02-08,4.306408405303955,4.337727709292267,4.290748753309799,2426400
2018-02-09,4.306408405303955,4.314238417978809,4.228110145333176,4017400
2018-02-12,4.361217975616455,4.37687762977095,4.314239013152969,3329800
2018-02-13,4.369046688079834,4.384706338908397,4.345557398514753,4960800
2018-02-14,4.228109836578369,4.384706345084576,4.228109836578369,4217300
2018-02-15,4.29857873916626,4.322068405728929,4.275089445959174,1147900
2018-02-19,4.337727546691895,4.376876861887543,4.306408243877591,1410000
2018-02-20,4.3455586433410645,4.353388284320458,4.3064093183772005,2187500
2018-02-21,4.329898357391357,4.345558010425,4.306408691163104,5762300
2018-02-22,4.306408405303955,4.345557721967121,4.306408405303955,4461700
2018-02-23,4.322068214416504,4.36121753250285,4.314238574812575,7501300
2018-02-26,4.306408405303955,4.337727709292267,4.2985783926291,5442500
