Date,Close,High,Low,Volume
2015-01-02,4.357269287109375,4.363287752792856,4.260976131983584,1369900
2015-01-05,4.363288402557373,4.417453453869806,4.291068525458318,1357500
2015-01-06,4.333197116851807,4.369307346321315,4.297087174358611,2331800
2015-01-07,4.315141201019287,4.333196024225158,4.279031267631306,3789800
2015-01-08,4.453563213348389,4.495691329807457,4.351251581417046,5676200
2015-01-09,4.459580898284912,4.5077274757438,4.44754425392019,3861700
2015-01-12,4.483654499053955,4.531801366839859,4.435507918244309,2644300
2015-01-13,4.483654499053955,4.531801366839859,4.453563029536056,2585700
2015-01-14,4.688277244567871,4.712350532354451,4.489672476840477,4896900
2015-01-15,4.634111404418945,4.6762397942686365,4.616056585180633,1254900
2015-01-16,4.555875301361084,4.658186656558382,4.465600306091657,1206000
2015-01-19,4.573929786682129,4.628094837194402,4.555874961162224,2554400
2015-01-20,4.561893463134766,4.579948576907177,4.531801989482477,2080100
2015-01-21,4.694295883178711,4.730405816190702,4.573929152829168,3153300
2015-01-22,4.706333637237549,4.724388464512631,4.6882785229861605,5540800
2015-01-23,4.76651668548584,4.772534865348533,4.724388278541815,7560300
2015-01-26,4.736423492431641,4.784570064673577,4.616057061826802,2561400
2015-01-27,4.700314521789551,4.808644331425701,4.634112827968215,2489400
2015-01-28,4.694295883178711,4.706332527516041,4.664204128847265,1427300
2015-01-29,4.58596658706665,4.694296691737954,4.567911760938958,3452700
2015-01-30,4.664205074310303,4.694296834741532,4.585966726770141,3316700
2015-02-04,4.664205074310303,4.796608188859864,4.65216842753307,3071100
2015-02-05,4.634111404418945,4.6882764360862375,4.604019943363032,1868400
2015-02-06,4.6581854820251465,4.700313879055472,4.622075550417536,4698800
2015-02-09,4.694295883178711,4.718369171853372,4.604020907160613,2142800
2015-02-10,4.718369483947754,4.742442774214732,4.688277727625904,4912600
2015-02-11,4.700314521789551,4.712351167304679,4.694296342520119,1298100
2015-02-12,4.6461501121521,4.7304069293163655,4.604021990546272,1634100
2015-02-13,4.676241397857666,4.73040644809938,4.64614963950643,1716500
2015-02-16,4.676241397857666,4.712351335693383,4.585966409780235,3785100
2015-02-17,4.628094673156738,4.670223076170453,4.622076206879235,805200
2015-02-18,4.543838024139404,4.6341127199097,4.543838024139404,987700
2015-02-23,4.598001956939697,4.676240280375255,4.555873849686863,2336900
2015-02-24,4.883101940155029,4.889168043993274,4.7314528151719255,5260600
2015-02-25,4.992289543151856,5.016553961549308,4.88916865744056,8036500
2015-02-26,5.16213846206665,5.1924684151525655,4.95589547527732,7545600
2015-02-27,5.107542514801025,5.192466232037194,5.107542514801025,3584700
2015-03-02,4.974092960357666,5.150005985029603,4.937697481319725,1257400
2015-03-03,5.034753322601318,5.125742606990403,4.9740934140114215,4715500
2015-03-04,5.077214241027832,5.1864018306722,5.052950396495271,3694600
2015-03-05,5.089347362518311,5.137875060260195,5.016555815905483,2994500
2015-03-06,5.052950382232666,5.14393965434902,5.040818749248471,4565200
2015-03-09,5.004423141479492,5.095412421744461,4.8891700145774815,3366400
2015-03-10,5.010488510131836,5.156071568521728,4.931630875546731,3413000
2015-03-11,5.065083980560303,5.13787553388325,4.943764146526217,4148400
2015-03-12,5.059016227722168,5.119675546514018,5.059016227722168,2620900
2015-03-13,4.974092960357666,5.125742139505739,4.974092960357666,1380000
2015-03-16,4.974092960357666,5.113610505991662,4.901301423786076,3304100
2015-03-17,5.034753322601318,5.052951063779983,4.919499611979666,3162100
2015-03-18,5.059016227722168,5.071147860082276,4.992290225006782,4134100
2015-03-19,5.065083980560303,5.156073277590026,5.052951765758558,3316500
2015-03-20,5.065083980560303,5.150007170189153,4.955896361327962,3238000
2015-03-23,5.059016227722168,5.150005495157771,5.022620173650535,1919900
2015-03-24,5.107542514801025,5.125740247603242,5.065080945430689,4367900
2015-03-25,5.107542514801025,5.143937980405458,5.010487168528544,2450200
2015-03-26,5.095411777496338,5.150005570150944,5.083280144959572,4719800
2015-03-27,5.101478099822998,5.1136103113710405,5.059016516396224,1536100
2015-03-30,5.077214241027832,5.156071880382577,5.077214241027832,2099000
2015-03-31,5.15000581741333,5.15607192322079,5.095412022137564,3071500
2015-04-01,5.131808280944824,5.150006020589447,5.0650828499174,2508500
2015-04-02,5.119675159454346,5.131807369392884,5.107543528011417,4888300
2015-04-03,5.137873649597168,5.156071386630027,5.119675334068679,3156700
2015-04-06,5.216732025146484,5.247061398360079,5.137874382100573,5030200
2015-04-07,5.447239398956299,5.544295380244857,5.253128593370848,5192600
2015-04-08,5.42903995513916,5.45936990363627,5.404776112040604,3570700
2015-04-09,5.398710250854492,5.429040200723587,5.350182562462211,2307000
2015-04-10,5.435105800628662,5.489699589613631,5.422973590411725,2318300
2015-04-13,5.5382280349731445,5.641349522013384,5.368381118052158,3461700
2015-04-14,5.580689430236816,5.67774480804161,5.532161741334419,1889700
2015-04-15,5.5382280349731445,5.66561336728781,5.477568132539226,2143800
2015-04-16,5.507897853851318,5.550359436685253,5.50183174816199,2604400
2015-04-17,5.507897853851318,5.586755492325538,5.429040215377098,2805600
2015-04-20,5.453303337097168,5.507897124076291,5.30165418593098,5988100
2015-04-21,5.580689430236816,5.586755535973537,5.459370207980824,7503300
2015-04-22,5.568558216094971,5.604953696261392,5.562492109901991,2777100
2015-04-23,5.65347957611084,5.65347957611084,5.556424222125416,4171100
2015-04-24,5.671680450439453,5.695944299894449,5.629218280021357,2086300
2015-04-27,5.641347885131836,5.689875561600002,5.604951838532944,3772800
2015-04-28,5.65347957611084,5.677743414607196,5.5746219563737975,5020500
2015-04-29,5.683811187744141,5.683811187744141,5.665613448152512,6953400
2015-04-30,5.550360202789307,5.671680019338647,5.520030827147729,3478600
2015-05-05,5.392645359039307,5.562492288423674,5.386579252651643,7815900
2015-05-06,5.228863716125488,5.386579003948416,5.228863716125489,4937300
2015-05-07,5.19853401184082,5.240996178121914,5.186402377543184,3213900
2015-05-08,5.2046003341674805,5.2409963955618935,5.156072637972111,4997300
2015-05-11,5.101478099822998,5.216731795546651,5.095411994048977,1405300
2015-05-12,5.034753322601318,5.107544865811738,5.00442336830637,4816400
2015-05-13,5.095411777496338,5.137873937614177,4.95589482159738,4594800
2015-05-14,5.095411777496338,5.168203886699587,5.059016301390376,4495000
2015-05-15,5.14393949508667,5.168203917295172,5.095411807660996,1874200
2015-05-18,5.18033504486084,5.18033504486084,5.046883628202895,3913100
2015-05-19,5.071147441864014,5.180335016578545,5.071147441864014,5768100
2015-05-20,5.101478099822998,5.150005789023793,5.040818777569847,2311300
2015-05-21,5.095411777496338,5.174269413720139,5.046884090357947,4838200
2015-05-22,5.119675159454346,5.137873474362153,5.065081950217753,2074100
2015-05-25,5.131808280944824,5.162138232683003,5.095412223159866,6214900
2015-05-26,5.095411777496338,5.186401624752568,4.974092559650361,4315900
2015-05-27,5.059016227722168,5.101477808726028,4.980158592646673,6096200
2015-05-28,5.010488510131836,5.046883985481483,4.955894718611713,6026500
2015-05-29,5.034753322601318,5.11967650043226,4.925565718537809,5154600
2015-06-01,5.059016227722168,5.10754391415391,4.998356330434663,3235400
2015-06-02,5.083280086517334,5.107543929807569,5.016554662093101,3825800
2015-06-03,5.119675159454346,5.131807369392884,5.052949740279215,5335000
2015-06-04,5.052950382232666,5.131808021364825,5.016554904784398,6476300
2015-06-05,4.937697410583496,5.034752791288558,4.925565198747513,3024500
2015-06-08,5.004423141479492,5.034753094399727,4.852773955374053,2365400
2015-06-09,5.004423141479492,5.028686988116533,4.998357035196298,1558900
2015-06-10,5.034753322601318,5.071148804958647,5.00442336830637,1830800
2015-06-11,5.059016227722168,5.137873862797663,5.034752384506297,1818400
2015-06-12,5.083280086517334,5.119675562204859,5.040818505383337,893500
2015-06-15,5.0165557861328125,5.1075450742348885,5.0165557861328125,1635100
2015-06-16,5.028685569763184,5.059015514128782,5.0226194651909495,1520100
2015-06-17,5.034753322601318,5.052951063779983,4.998357261748228,942700
2015-06-18,4.786048889160156,5.034753785184769,4.786048889160156,3826100
2015-06-19,4.943762302398682,4.974092249593493,4.792113434168061,5791800
2015-06-22,4.992289543151856,5.016553961549308,4.8345745837896565,3230700
2015-06-23,4.974092960357666,5.022620651405393,4.919499163305046,1694200
2015-06-24,4.9498291015625,5.0044228984687456,4.925565256103692,1777200
2015-06-25,4.852774620056152,4.949830019897945,4.852774620056152,3723100
2015-06-26,4.707191467285156,4.8831045221413785,4.6283338111777725,2873400
2015-06-29,4.652597427368164,4.725388972776653,4.6404655031334165,3389600
2015-06-30,4.682926654815674,4.761784299581147,4.634398962420878,5680100
2015-07-01,4.931631088256836,5.046884203162662,4.695058174297708,6210400
2015-07-02,4.925565719604492,5.022621110572736,4.925565719604492,1656900
2015-07-03,4.90736722946167,4.937697179134243,4.858839541383822,2210600
2015-07-06,4.7921142578125,4.925565412061395,4.749652382291193,1252000
2015-07-07,4.913433074951172,4.913433074951172,4.761783623865297,3142600
2015-07-08,4.804244995117188,4.919498091624476,4.743585394521827,2203100
2015-07-09,4.852774620056152,4.858840727170218,4.713257338159622,1023100
2015-07-10,4.8709716796875,4.992290912473193,4.8467078331303615,2564400
2015-07-13,4.852774620056152,4.883104577130666,4.840642695075928,1953700
2015-07-14,4.8588385581970215,4.870970188513809,4.804244775532585,2781500
2015-07-15,4.8709716796875,4.883103892213937,4.858840045656798,1340700
2015-07-16,4.877037525177002,4.913433582314491,4.816377912027607,842000
2015-07-20,4.7921142578125,4.949829258288467,4.7921142578125,2247000
2015-07-21,4.901301383972168,4.901301383972168,4.81637792532849,1950300
2015-07-22,4.834574222564697,4.86490445404754,4.816376488621864,2580700
2015-07-23,4.81637716293335,4.852772925162331,4.7799814007043695,2129100
2015-07-24,4.7921142578125,4.84670776719948,4.767850411585428,1417800
2015-07-27,4.74358606338501,4.798179566994824,4.74358606338501,1171300
2015-07-28,4.579805850982666,4.779982744125992,4.579805850982666,3839300
2015-07-29,4.6707940101623535,4.72538780029666,4.543408692680851,2452400
2015-07-30,4.701125144958496,4.749652842110663,4.62226749246228,1499800
2015-07-31,4.731453895568848,4.7678496591658,4.682925921525095,4101500
2015-08-03,4.719322681427002,4.755718450476832,4.707190758410392,1096900
2015-08-04,4.974092960357666,5.095412187976983,4.7071906595951685,5549400
2015-08-05,5.0468831062316895,5.2470599212676206,5.0468831062316895,7435700
2015-08-06,4.968026638031006,5.156071866524714,4.961961110785932,6863200
2015-08-07,4.974092960357666,5.125742139505739,4.961961326843589,5435600
2015-08-10,4.852774620056152,5.004423826932907,4.749653113100294,5770100
